Maciej Bukowski 350762 28.12.2017 20:22:20


                    STATE OF GAS IN TECHNOLOGICAL PROCESS

DATE        |  TIME      |  TEMPERATURE [°C]  |  MASS [kg]  |  PRESSURE [hPa]
17.12.2017  |  10:10:30  |  27.100            |  28.2       |  5.024914      
17.12.2017  |  10:11:00  |  20.200            |  27.0       |  4.700525      
17.12.2017  |  10:11:30  |  27.100            |  27.1       |  4.828907      
17.12.2017  |  10:12:00  |  16.100            |  25.8       |  4.428836      
17.12.2017  |  10:12:30  |  24.400            |  28.3       |  4.997386      
17.12.2017  |  10:13:00  |  29.900            |  26.4       |  4.748044      
17.12.2017  |  10:13:30  |  20.300            |  27.1       |  4.719543      
17.12.2017  |  10:14:00  |  21.600            |  28.7       |  5.020330      
17.12.2017  |  10:14:30  |  20.600            |  29.2       |  5.090463      
17.12.2017  |  10:15:00  |  27.100            |  28.1       |  5.007096      
17.12.2017  |  10:15:30  |  17.800            |  28.5       |  4.921072      
17.12.2017  |  10:16:00  |  20.700            |  28.5       |  4.970123      
17.12.2017  |  10:16:30  |  17.800            |  26.1       |  4.506666      
17.12.2017  |  10:17:00  |  23.200            |  29.3       |  5.153106      
17.12.2017  |  10:17:30  |  28.900            |  27.8       |  4.983336      
17.12.2017  |  10:18:00  |  18.000            |  25.7       |  4.440649      
17.12.2017  |  10:18:30  |  27.000            |  28.1       |  5.005428      
17.12.2017  |  10:19:00  |  23.500            |  26.3       |  4.630167      
17.12.2017  |  10:19:30  |  27.600            |  25.2       |  4.497827      
17.12.2017  |  10:20:00  |  18.800            |  28.2       |  4.886007      
17.12.2017  |  10:20:30  |  22.900            |  28.7       |  5.042472      
17.12.2017  |  10:21:00  |  27.700            |  29.0       |  5.177791      
17.12.2017  |  10:21:30  |  17.500            |  29.7       |  5.122988      
17.12.2017  |  10:22:00  |  26.400            |  29.0       |  5.155418      
17.12.2017  |  10:22:30  |  29.000            |  26.0       |  4.662217      
17.12.2017  |  10:23:00  |  25.100            |  26.0       |  4.602039      
17.12.2017  |  10:23:30  |  15.500            |  29.9       |  5.121997      
17.12.2017  |  10:24:00  |  19.800            |  28.5       |  4.954900      
17.12.2017  |  10:24:30  |  15.800            |  28.9       |  4.955838      
17.12.2017  |  10:25:00  |  28.600            |  25.4       |  4.548598      
17.12.2017  |  10:25:30  |  15.500            |  25.3       |  4.333997      
17.12.2017  |  10:26:00  |  29.600            |  28.6       |  5.138623      
17.12.2017  |  10:26:30  |  19.200            |  29.3       |  5.083552      
17.12.2017  |  10:27:00  |  28.500            |  25.9       |  4.636600      
17.12.2017  |  10:27:30  |  21.500            |  28.8       |  5.036113      
17.12.2017  |  10:28:00  |  29.200            |  26.4       |  4.737077      
17.12.2017  |  10:28:30  |  28.100            |  28.9       |  5.166797      
17.12.2017  |  10:29:00  |  15.300            |  29.2       |  4.998618      
17.12.2017  |  10:29:30  |  29.300            |  29.3       |  5.259177      
17.12.2017  |  10:30:00  |  29.900            |  29.6       |  5.323565      
17.12.2017  |  10:30:30  |  16.300            |  28.1       |  4.826990      
17.12.2017  |  10:31:00  |  27.500            |  27.2       |  4.853183      
17.12.2017  |  10:31:30  |  18.700            |  25.1       |  4.347404      
17.12.2017  |  10:32:00  |  20.500            |  26.1       |  4.548488      
17.12.2017  |  10:32:30  |  28.800            |  28.7       |  5.142964      
17.12.2017  |  10:33:00  |  28.100            |  25.4       |  4.541061      
17.12.2017  |  10:33:30  |  29.300            |  27.8       |  4.989935      
17.12.2017  |  10:34:00  |  21.200            |  25.8       |  4.506925      
17.12.2017  |  10:34:30  |  22.400            |  29.2       |  5.121655      
17.12.2017  |  10:35:00  |  15.700            |  26.6       |  4.559850      
17.12.2017  |  10:35:30  |  20.500            |  27.1       |  4.722760      
17.12.2017  |  10:36:00  |  27.100            |  26.8       |  4.775451      
17.12.2017  |  10:36:30  |  16.000            |  29.0       |  4.976428      
17.12.2017  |  10:37:00  |  25.300            |  25.7       |  4.551989      
17.12.2017  |  10:37:30  |  26.900            |  25.8       |  4.594200      
17.12.2017  |  10:38:00  |  20.800            |  27.7       |  4.832254      
17.12.2017  |  10:38:30  |  24.800            |  29.4       |  5.198610      
17.12.2017  |  10:39:00  |  17.800            |  29.5       |  5.093742      
17.12.2017  |  10:39:30  |  21.900            |  26.0       |  4.552663      
17.12.2017  |  10:40:00  |  24.300            |  25.9       |  4.572043      
17.12.2017  |  10:40:30  |  19.000            |  29.5       |  5.114750      
17.12.2017  |  10:41:00  |  19.800            |  27.5       |  4.781044      
17.12.2017  |  10:41:30  |  16.300            |  25.5       |  4.380365      
17.12.2017  |  10:42:00  |  26.100            |  25.5       |  4.528672      
17.12.2017  |  10:42:30  |  27.600            |  28.2       |  5.033282      
17.12.2017  |  10:43:00  |  16.800            |  28.1       |  4.835328      
17.12.2017  |  10:43:30  |  16.600            |  29.6       |  5.089929      
17.12.2017  |  10:44:00  |  21.100            |  27.1       |  4.732409      
17.12.2017  |  10:44:30  |  25.100            |  26.8       |  4.743641      
17.12.2017  |  10:45:00  |  21.300            |  26.0       |  4.543405      
17.12.2017  |  10:45:30  |  21.500            |  29.4       |  5.141032      
17.12.2017  |  10:46:00  |  16.600            |  27.3       |  4.694427      
17.12.2017  |  10:46:30  |  24.100            |  26.5       |  4.674813      
17.12.2017  |  10:47:00  |  15.600            |  29.5       |  5.055226      
17.12.2017  |  10:47:30  |  29.100            |  29.8       |  5.345387      
17.12.2017  |  10:48:00  |  16.700            |  28.8       |  4.954072      
17.12.2017  |  10:48:30  |  26.300            |  27.8       |  4.940440      
17.12.2017  |  10:49:00  |  23.000            |  28.5       |  5.009024      
17.12.2017  |  10:49:30  |  22.700            |  28.5       |  5.003950      
17.12.2017  |  10:50:00  |  15.900            |  27.1       |  4.648778      
17.12.2017  |  10:50:30  |  28.200            |  29.2       |  5.222165      
17.12.2017  |  10:51:00  |  24.300            |  28.9       |  5.101623      
17.12.2017  |  10:51:30  |  26.200            |  26.0       |  4.619013      
17.12.2017  |  10:52:00  |  18.000            |  26.7       |  4.613437      
17.12.2017  |  10:52:30  |  21.300            |  27.6       |  4.822999      
17.12.2017  |  10:53:00  |  18.300            |  26.5       |  4.583597      
17.12.2017  |  10:53:30  |  18.900            |  25.4       |  4.402379      
17.12.2017  |  10:54:00  |  18.400            |  28.4       |  4.913918      
17.12.2017  |  10:54:30  |  16.400            |  28.7       |  4.931761      
17.12.2017  |  10:55:00  |  16.700            |  27.7       |  4.764854      
17.12.2017  |  10:55:30  |  24.400            |  28.5       |  5.032704      
17.12.2017  |  10:56:00  |  26.300            |  27.3       |  4.851583      
17.12.2017  |  10:56:30  |  17.400            |  27.9       |  4.810848      
17.12.2017  |  10:57:00  |  18.100            |  29.5       |  5.098994      
17.12.2017  |  10:57:30  |  29.300            |  27.3       |  4.900188      
17.12.2017  |  10:58:00  |  21.100            |  26.6       |  4.645096      
17.12.2017  |  10:58:30  |  19.800            |  27.7       |  4.815815      
17.12.2017  |  10:59:00  |  22.200            |  26.5       |  4.644932      
17.12.2017  |  10:59:30  |  16.000            |  26.0       |  4.461625      
17.12.2017  |  11:00:00  |  23.700            |  26.1       |  4.598054      
17.12.2017  |  11:00:30  |  17.600            |  29.7       |  5.124750      
17.12.2017  |  11:01:00  |  22.200            |  27.6       |  4.837741      
17.12.2017  |  11:01:30  |  20.100            |  29.2       |  5.081798      
17.12.2017  |  11:02:00  |  25.800            |  27.6       |  4.896708      
17.12.2017  |  11:02:30  |  20.900            |  27.7       |  4.833898      
17.12.2017  |  11:03:00  |  22.800            |  28.5       |  5.005642      
17.12.2017  |  11:03:30  |  16.700            |  29.5       |  5.074484      
17.12.2017  |  11:04:00  |  20.500            |  25.3       |  4.409071      
17.12.2017  |  11:04:30  |  21.800            |  26.8       |  4.691154      
17.12.2017  |  11:05:00  |  21.600            |  25.1       |  4.390602      
17.12.2017  |  11:05:30  |  26.700            |  27.2       |  4.840269      
17.12.2017  |  11:06:00  |  25.600            |  26.1       |  4.627484      
17.12.2017  |  11:06:30  |  15.500            |  26.9       |  4.608084      
17.12.2017  |  11:07:00  |  15.200            |  27.3       |  4.671745      
17.12.2017  |  11:07:30  |  22.100            |  29.7       |  5.204067      
17.12.2017  |  11:08:00  |  27.200            |  27.3       |  4.866165      
17.12.2017  |  11:08:30  |  29.600            |  28.7       |  5.156590      
17.12.2017  |  11:09:00  |  30.000            |  28.4       |  5.109430      
17.12.2017  |  11:09:30  |  20.500            |  26.5       |  4.618197      
17.12.2017  |  11:10:00  |  22.100            |  28.1       |  4.923713      
17.12.2017  |  11:10:30  |  29.400            |  28.3       |  5.081362      
17.12.2017  |  11:11:00  |  27.000            |  25.2       |  4.488853      
17.12.2017  |  11:11:30  |  24.700            |  25.5       |  4.507485      
17.12.2017  |  11:12:00  |  25.500            |  27.8       |  4.927242      
17.12.2017  |  11:12:30  |  26.200            |  28.9       |  5.134210      
17.12.2017  |  11:13:00  |  26.000            |  29.0       |  5.148534      
17.12.2017  |  11:13:30  |  15.600            |  29.2       |  5.003817      
17.12.2017  |  11:14:00  |  27.000            |  29.5       |  5.254809      
17.12.2017  |  11:14:30  |  15.600            |  27.7       |  4.746771      
17.12.2017  |  11:15:00  |  29.300            |  26.5       |  4.756593      
17.12.2017  |  11:15:30  |  15.700            |  27.0       |  4.628419      
17.12.2017  |  11:16:00  |  16.400            |  28.8       |  4.948945      
17.12.2017  |  11:16:30  |  15.100            |  28.0       |  4.789872      
17.12.2017  |  11:17:00  |  29.700            |  27.1       |  4.870723      
17.12.2017  |  11:17:30  |  25.800            |  28.0       |  4.967674      
17.12.2017  |  11:18:00  |  19.100            |  29.1       |  5.047125      
17.12.2017  |  11:18:30  |  21.000            |  27.4       |  4.783172      
17.12.2017  |  11:19:00  |  28.100            |  25.2       |  4.505304      
17.12.2017  |  11:19:30  |  17.000            |  29.0       |  4.993639      
17.12.2017  |  11:20:00  |  20.900            |  26.7       |  4.659389      
17.12.2017  |  11:20:30  |  19.500            |  26.6       |  4.619838      
17.12.2017  |  11:21:00  |  29.900            |  28.9       |  5.197670      
17.12.2017  |  11:21:30  |  21.400            |  28.9       |  5.051884      
17.12.2017  |  11:22:00  |  21.300            |  26.8       |  4.683202      
17.12.2017  |  11:22:30  |  23.000            |  28.7       |  5.044175      
17.12.2017  |  11:23:00  |  21.500            |  28.5       |  4.983654      
17.12.2017  |  11:23:30  |  22.800            |  28.3       |  4.970514      
17.12.2017  |  11:24:00  |  22.700            |  25.5       |  4.477219      
17.12.2017  |  11:24:30  |  24.400            |  28.8       |  5.085679      
17.12.2017  |  11:25:00  |  15.700            |  25.7       |  4.405569      
17.12.2017  |  11:25:30  |  21.200            |  29.6       |  5.170735      
17.12.2017  |  11:26:00  |  27.300            |  26.6       |  4.742970      
17.12.2017  |  11:26:30  |  22.000            |  25.1       |  4.396560      
17.12.2017  |  11:27:00  |  16.300            |  29.6       |  5.084659      
17.12.2017  |  11:27:30  |  17.000            |  27.9       |  4.804225      
17.12.2017  |  11:28:00  |  29.700            |  29.9       |  5.373971      
17.12.2017  |  11:28:30  |  23.200            |  29.8       |  5.241043      
17.12.2017  |  11:29:00  |  23.200            |  26.3       |  4.625484      
17.12.2017  |  11:29:30  |  19.300            |  27.4       |  4.755528      
17.12.2017  |  11:30:00  |  18.400            |  29.6       |  5.121549      
17.12.2017  |  11:30:30  |  27.600            |  25.9       |  4.622766      
17.12.2017  |  11:31:00  |  15.100            |  26.2       |  4.481951      
17.12.2017  |  11:31:30  |  19.300            |  29.0       |  5.033223      
17.12.2017  |  11:32:00  |  16.100            |  28.5       |  4.892319      
17.12.2017  |  11:32:30  |  19.900            |  29.7       |  5.165290      
17.12.2017  |  11:33:00  |  18.100            |  25.3       |  4.373035      
17.12.2017  |  11:33:30  |  17.000            |  27.5       |  4.735347      
17.12.2017  |  11:34:00  |  25.600            |  27.6       |  4.893432      
17.12.2017  |  11:34:30  |  16.200            |  28.8       |  4.945526      
17.12.2017  |  11:35:00  |  17.900            |  28.3       |  4.888218      
17.12.2017  |  11:35:30  |  27.900            |  25.2       |  4.502313      
17.12.2017  |  11:36:00  |  28.900            |  26.9       |  4.822005      
17.12.2017  |  11:36:30  |  15.800            |  25.9       |  4.441391      
17.12.2017  |  11:37:00  |  16.700            |  26.5       |  4.558434      
17.12.2017  |  11:37:30  |  24.400            |  25.9       |  4.573580      
17.12.2017  |  11:38:00  |  26.500            |  25.8       |  4.588075      
17.12.2017  |  11:38:30  |  22.000            |  28.2       |  4.939562      
17.12.2017  |  11:39:00  |  24.200            |  26.6       |  4.694033      
17.12.2017  |  11:39:30  |  20.800            |  29.6       |  5.163708      
17.12.2017  |  11:40:00  |  25.300            |  25.6       |  4.534277      
17.12.2017  |  11:40:30  |  26.500            |  27.0       |  4.801474      
17.12.2017  |  11:41:00  |  28.400            |  25.6       |  4.581375      
17.12.2017  |  11:41:30  |  18.000            |  27.8       |  4.803504      
17.12.2017  |  11:42:00  |  21.700            |  26.0       |  4.549577      
17.12.2017  |  11:42:30  |  19.600            |  28.6       |  4.968891      
17.12.2017  |  11:43:00  |  20.000            |  25.4       |  4.418961      
17.12.2017  |  11:43:30  |  17.900            |  29.0       |  5.009128      
17.12.2017  |  11:44:00  |  23.900            |  28.5       |  5.024247      
17.12.2017  |  11:44:30  |  23.600            |  25.2       |  4.438005      
17.12.2017  |  11:45:00  |  27.200            |  28.8       |  5.133537      
17.12.2017  |  11:45:30  |  16.700            |  25.6       |  4.403620      
17.12.2017  |  11:46:00  |  22.500            |  29.7       |  5.211118      
17.12.2017  |  11:46:30  |  15.800            |  27.2       |  4.664318      
17.12.2017  |  11:47:00  |  24.200            |  25.8       |  4.552859      
17.12.2017  |  11:47:30  |  22.900            |  26.0       |  4.568093      
17.12.2017  |  11:48:00  |  17.300            |  25.7       |  4.429973      
17.12.2017  |  11:48:30  |  26.500            |  29.9       |  5.317188      
17.12.2017  |  11:49:00  |  29.000            |  25.5       |  4.572559      
17.12.2017  |  11:49:30  |  24.200            |  27.0       |  4.764620      
17.12.2017  |  11:50:00  |  21.900            |  26.6       |  4.657724      
17.12.2017  |  11:50:30  |  20.800            |  27.4       |  4.779919      
17.12.2017  |  11:51:00  |  16.100            |  28.8       |  4.943817      
17.12.2017  |  11:51:30  |  24.900            |  27.7       |  4.899654      
17.12.2017  |  11:52:00  |  18.500            |  26.9       |  4.655977      
17.12.2017  |  11:52:30  |  29.800            |  25.6       |  4.602645      
17.12.2017  |  11:53:00  |  17.900            |  26.5       |  4.577307      
17.12.2017  |  11:53:30  |  15.900            |  28.1       |  4.820320      
17.12.2017  |  11:54:00  |  27.000            |  27.1       |  4.827299      
17.12.2017  |  11:54:30  |  21.100            |  26.9       |  4.697484      
17.12.2017  |  11:55:00  |  26.500            |  28.5       |  5.068223      
17.12.2017  |  11:55:30  |  15.800            |  28.8       |  4.938690      
17.12.2017  |  11:56:00  |  18.000            |  29.4       |  5.079964      
17.12.2017  |  11:56:30  |  19.400            |  25.0       |  4.340469      
17.12.2017  |  11:57:00  |  23.600            |  27.6       |  4.860672      
17.12.2017  |  11:57:30  |  15.400            |  26.6       |  4.555114      
17.12.2017  |  11:58:00  |  15.800            |  25.9       |  4.441391      
17.12.2017  |  11:58:30  |  25.500            |  25.7       |  4.555040      
17.12.2017  |  11:59:00  |  20.600            |  25.2       |  4.393139      
17.12.2017  |  11:59:30  |  21.700            |  29.7       |  5.197017      
17.12.2017  |  12:00:00  |  15.500            |  26.0       |  4.453910      
17.12.2017  |  12:00:30  |  20.200            |  27.5       |  4.787572      
17.12.2017  |  12:01:00  |  17.900            |  26.8       |  4.629125      
17.12.2017  |  12:01:30  |  21.600            |  29.9       |  5.230239      
17.12.2017  |  12:02:00  |  29.100            |  25.0       |  4.484385      
17.12.2017  |  12:02:30  |  22.400            |  29.2       |  5.121655      
17.12.2017  |  12:03:00  |  18.700            |  28.4       |  4.918975      
17.12.2017  |  12:03:30  |  29.900            |  29.3       |  5.269610      
17.12.2017  |  12:04:00  |  21.800            |  28.5       |  4.988728      
17.12.2017  |  12:04:30  |  22.100            |  26.7       |  4.678404      
17.12.2017  |  12:05:00  |  21.800            |  28.4       |  4.971223      
17.12.2017  |  12:05:30  |  25.900            |  28.3       |  5.022579      
17.12.2017  |  12:06:00  |  22.000            |  26.8       |  4.694335      
17.12.2017  |  12:06:30  |  26.800            |  26.5       |  4.717276      
17.12.2017  |  12:07:00  |  24.100            |  25.2       |  4.445483      
17.12.2017  |  12:07:30  |  20.800            |  28.6       |  4.989259      
17.12.2017  |  12:08:00  |  15.900            |  25.7       |  4.408620      
17.12.2017  |  12:08:30  |  27.800            |  29.1       |  5.197373      
17.12.2017  |  12:09:00  |  17.300            |  25.6       |  4.412735      
17.12.2017  |  12:09:30  |  28.400            |  27.9       |  4.992983      
17.12.2017  |  12:10:00  |  16.400            |  27.2       |  4.674003      
17.12.2017  |  12:10:30  |  21.600            |  28.5       |  4.985345      
17.12.2017  |  12:11:00  |  24.300            |  28.2       |  4.978054      
17.12.2017  |  12:11:30  |  15.100            |  28.6       |  4.892512      
17.12.2017  |  12:12:00  |  21.600            |  26.3       |  4.600511      
17.12.2017  |  12:12:30  |  23.900            |  26.9       |  4.742184      
17.12.2017  |  12:13:00  |  24.400            |  28.5       |  5.032704      
17.12.2017  |  12:13:30  |  25.200            |  28.9       |  5.117059      
17.12.2017  |  12:14:00  |  27.400            |  28.6       |  5.101282      
17.12.2017  |  12:14:30  |  20.100            |  25.7       |  4.472679      
17.12.2017  |  12:15:00  |  23.300            |  28.6       |  5.031692      
17.12.2017  |  12:15:30  |  29.900            |  28.3       |  5.089760      
17.12.2017  |  12:16:00  |  19.600            |  27.5       |  4.777780      
17.12.2017  |  12:16:30  |  28.200            |  26.3       |  4.703525      
17.12.2017  |  12:17:00  |  27.600            |  27.8       |  4.961888      
17.12.2017  |  12:17:30  |  25.400            |  28.9       |  5.120489      
17.12.2017  |  12:18:00  |  20.300            |  28.4       |  4.945942      
17.12.2017  |  12:18:30  |  22.600            |  26.9       |  4.721430      
17.12.2017  |  12:19:00  |  28.100            |  29.4       |  5.256188      
17.12.2017  |  12:19:30  |  21.400            |  28.0       |  4.894559      
17.12.2017  |  12:20:00  |  24.000            |  27.5       |  4.849589      
17.12.2017  |  12:20:30  |  16.400            |  25.4       |  4.364694      
17.12.2017  |  12:21:00  |  23.200            |  27.3       |  4.801358      
17.12.2017  |  12:21:30  |  22.600            |  25.6       |  4.493257      
17.12.2017  |  12:22:00  |  17.600            |  26.8       |  4.624354      
17.12.2017  |  12:22:30  |  18.300            |  26.8       |  4.635487      
17.12.2017  |  12:23:00  |  20.900            |  28.7       |  5.008407      
17.12.2017  |  12:23:30  |  21.200            |  27.6       |  4.821361      
17.12.2017  |  12:24:00  |  24.900            |  29.3       |  5.182667      
17.12.2017  |  12:24:30  |  29.100            |  27.5       |  4.932823      
17.12.2017  |  12:25:00  |  21.000            |  27.4       |  4.783172      
17.12.2017  |  12:25:30  |  27.000            |  25.1       |  4.471041      
17.12.2017  |  12:26:00  |  25.700            |  25.1       |  4.451676      
17.12.2017  |  12:26:30  |  17.100            |  29.3       |  5.047036      
17.12.2017  |  12:27:00  |  20.900            |  27.5       |  4.798996      
17.12.2017  |  12:27:30  |  18.500            |  29.1       |  5.036763      
17.12.2017  |  12:28:00  |  19.200            |  28.2       |  4.892702      
17.12.2017  |  12:28:30  |  23.500            |  29.3       |  5.158323      
17.12.2017  |  12:29:00  |  16.200            |  28.0       |  4.808151      
17.12.2017  |  12:29:30  |  22.100            |  25.4       |  4.450616      
17.12.2017  |  12:30:00  |  21.800            |  28.6       |  5.006232      
17.12.2017  |  12:30:30  |  21.500            |  25.7       |  4.494031      
17.12.2017  |  12:31:00  |  25.900            |  28.0       |  4.969336      
17.12.2017  |  12:31:30  |  21.800            |  25.6       |  4.481103      
17.12.2017  |  12:32:00  |  28.700            |  25.4       |  4.550105      
17.12.2017  |  12:32:30  |  25.500            |  28.9       |  5.122204      
17.12.2017  |  12:33:00  |  21.200            |  27.0       |  4.716549      
17.12.2017  |  12:33:30  |  27.000            |  28.8       |  5.130118      
17.12.2017  |  12:34:00  |  15.900            |  25.0       |  4.288541      
17.12.2017  |  12:34:30  |  28.800            |  28.0       |  5.017526      
17.12.2017  |  12:35:00  |  29.500            |  26.7       |  4.795661      
17.12.2017  |  12:35:30  |  16.000            |  28.6       |  4.907788      
17.12.2017  |  12:36:00  |  25.900            |  25.8       |  4.578888      
17.12.2017  |  12:36:30  |  26.400            |  28.7       |  5.102086      
17.12.2017  |  12:37:00  |  22.400            |  27.9       |  4.893637      
17.12.2017  |  12:37:30  |  22.700            |  25.7       |  4.512334      
17.12.2017  |  12:38:00  |  22.700            |  27.5       |  4.828373      
17.12.2017  |  12:38:30  |  17.300            |  26.4       |  4.550633      
17.12.2017  |  12:39:00  |  23.000            |  27.7       |  4.868420      
17.12.2017  |  12:39:30  |  23.800            |  26.6       |  4.687718      
17.12.2017  |  12:40:00  |  26.700            |  26.5       |  4.715703      
17.12.2017  |  12:40:30  |  30.000            |  29.2       |  5.253358      
17.12.2017  |  12:41:00  |  27.600            |  28.3       |  5.051131      
17.12.2017  |  12:41:30  |  29.400            |  27.3       |  4.901809      
17.12.2017  |  12:42:00  |  18.200            |  27.4       |  4.737641      
17.12.2017  |  12:42:30  |  23.800            |  28.1       |  4.952063      
17.12.2017  |  12:43:00  |  27.000            |  25.5       |  4.542292      
17.12.2017  |  12:43:30  |  18.300            |  28.2       |  4.877640      
17.12.2017  |  12:44:00  |  16.500            |  29.3       |  5.036603      
17.12.2017  |  12:44:30  |  23.900            |  26.3       |  4.636410      
17.12.2017  |  12:45:00  |  22.000            |  28.1       |  4.922046      
17.12.2017  |  12:45:30  |  18.100            |  29.0       |  5.012570      
17.12.2017  |  12:46:00  |  16.800            |  28.2       |  4.852536      
17.12.2017  |  12:46:30  |  25.400            |  25.1       |  4.447207      
17.12.2017  |  12:47:00  |  18.400            |  28.2       |  4.879313      
17.12.2017  |  12:47:30  |  29.000            |  30.0       |  5.379481      
17.12.2017  |  12:48:00  |  27.900            |  29.7       |  5.306298      
17.12.2017  |  12:48:30  |  27.300            |  30.0       |  5.349214      
17.12.2017  |  12:49:00  |  16.000            |  27.0       |  4.633226      
17.12.2017  |  12:49:30  |  17.700            |  28.2       |  4.867598      
17.12.2017  |  12:50:00  |  28.200            |  27.8       |  4.971787      
17.12.2017  |  12:50:30  |  15.800            |  27.4       |  4.698614      
17.12.2017  |  12:51:00  |  22.400            |  25.9       |  4.542838      
17.12.2017  |  12:51:30  |  24.600            |  29.9       |  5.283473      
17.12.2017  |  12:52:00  |  21.900            |  29.0       |  5.077970      
17.12.2017  |  12:52:30  |  16.900            |  27.2       |  4.682074      
17.12.2017  |  12:53:00  |  16.300            |  28.5       |  4.895702      
17.12.2017  |  12:53:30  |  26.800            |  27.9       |  4.966491      
17.12.2017  |  12:54:00  |  29.000            |  27.1       |  4.859465      
17.12.2017  |  12:54:30  |  23.000            |  26.0       |  4.569636      
17.12.2017  |  12:55:00  |  24.200            |  28.4       |  5.011674      
17.12.2017  |  12:55:30  |  19.200            |  25.3       |  4.389552      
17.12.2017  |  12:56:00  |  25.100            |  28.5       |  5.044543      
17.12.2017  |  12:56:30  |  19.500            |  25.2       |  4.376688      
17.12.2017  |  12:57:00  |  28.200            |  27.4       |  4.900251      
17.12.2017  |  12:57:30  |  15.600            |  29.3       |  5.020953      
17.12.2017  |  12:58:00  |  25.100            |  28.2       |  4.991443      
17.12.2017  |  12:58:30  |  20.500            |  26.2       |  4.565915      
17.12.2017  |  12:59:00  |  16.000            |  28.9       |  4.959268      
17.12.2017  |  12:59:30  |  29.200            |  25.9       |  4.647360      
17.12.2017  |  13:00:00  |  26.600            |  26.6       |  4.731920      
17.12.2017  |  13:00:30  |  23.700            |  29.5       |  5.197035      
17.12.2017  |  13:01:00  |  27.400            |  28.1       |  5.012098      
17.12.2017  |  13:01:30  |  17.500            |  25.2       |  4.346777      
17.12.2017  |  13:02:00  |  22.900            |  27.0       |  4.743789      
17.12.2017  |  13:02:30  |  19.700            |  25.7       |  4.466578      
17.12.2017  |  13:03:00  |  28.700            |  26.5       |  4.747157      
17.12.2017  |  13:03:30  |  15.800            |  27.2       |  4.664318      
17.12.2017  |  13:04:00  |  24.700            |  27.8       |  4.914043      
17.12.2017  |  13:04:30  |  26.300            |  26.8       |  4.762727      
17.12.2017  |  13:05:00  |  22.000            |  27.9       |  4.887013      
17.12.2017  |  13:05:30  |  26.300            |  28.3       |  5.029297      
17.12.2017  |  13:06:00  |  16.700            |  26.9       |  4.627241      
17.12.2017  |  13:06:30  |  26.200            |  27.6       |  4.903260      
17.12.2017  |  13:07:00  |  29.000            |  29.7       |  5.325686      
17.12.2017  |  13:07:30  |  21.000            |  28.5       |  4.975197      
17.12.2017  |  13:08:00  |  28.800            |  25.2       |  4.515773      
17.12.2017  |  13:08:30  |  19.900            |  28.6       |  4.973983      
17.12.2017  |  13:09:00  |  23.900            |  29.8       |  5.253423      
17.12.2017  |  13:09:30  |  28.200            |  28.9       |  5.168513      
17.12.2017  |  13:10:00  |  20.500            |  26.8       |  4.670478      
17.12.2017  |  13:10:30  |  27.300            |  28.7       |  5.117415      
17.12.2017  |  13:11:00  |  26.100            |  29.4       |  5.221293      
17.12.2017  |  13:11:30  |  20.200            |  25.7       |  4.474204      
17.12.2017  |  13:12:00  |  16.500            |  29.0       |  4.985033      
17.12.2017  |  13:12:30  |  24.300            |  29.1       |  5.136928      
17.12.2017  |  13:13:00  |  21.400            |  25.9       |  4.527467      
17.12.2017  |  13:13:30  |  18.200            |  28.4       |  4.910547      
17.12.2017  |  13:14:00  |  24.600            |  28.9       |  5.106768      
17.12.2017  |  13:14:30  |  23.400            |  27.4       |  4.822198      
17.12.2017  |  13:15:00  |  28.700            |  27.0       |  4.836726      
17.12.2017  |  13:15:30  |  28.700            |  25.0       |  4.478450      
17.12.2017  |  13:16:00  |  25.100            |  29.4       |  5.203845      
17.12.2017  |  13:16:30  |  28.600            |  28.0       |  5.014202      
17.12.2017  |  13:17:00  |  25.300            |  25.3       |  4.481141      
17.12.2017  |  13:17:30  |  17.300            |  27.1       |  4.671294      
17.12.2017  |  13:18:00  |  27.800            |  27.1       |  4.840165      
17.12.2017  |  13:18:30  |  15.100            |  27.0       |  4.618805      
17.12.2017  |  13:19:00  |  16.800            |  27.8       |  4.783706      
17.12.2017  |  13:19:30  |  28.700            |  25.7       |  4.603847      
17.12.2017  |  13:20:00  |  19.000            |  29.8       |  5.166765      
17.12.2017  |  13:20:30  |  22.800            |  29.1       |  5.111023      
17.12.2017  |  13:21:00  |  26.500            |  27.4       |  4.872607      
17.12.2017  |  13:21:30  |  29.300            |  27.7       |  4.971986      
17.12.2017  |  13:22:00  |  23.800            |  25.2       |  4.440996      
17.12.2017  |  13:22:30  |  19.900            |  28.9       |  5.026158      
17.12.2017  |  13:23:00  |  18.700            |  28.7       |  4.970936      
17.12.2017  |  13:23:30  |  16.000            |  28.2       |  4.839147      
17.12.2017  |  13:24:00  |  26.000            |  25.0       |  4.438391      
17.12.2017  |  13:24:30  |  15.100            |  28.4       |  4.858299      
17.12.2017  |  13:25:00  |  27.200            |  25.1       |  4.474020      
17.12.2017  |  13:25:30  |  27.700            |  28.1       |  5.017101      
17.12.2017  |  13:26:00  |  18.900            |  29.8       |  5.164996      
17.12.2017  |  13:26:30  |  29.500            |  25.4       |  4.562164      
17.12.2017  |  13:27:00  |  22.400            |  26.6       |  4.665618      
17.12.2017  |  13:27:30  |  17.200            |  27.4       |  4.721380      
17.12.2017  |  13:28:00  |  19.500            |  29.3       |  5.088768      
17.12.2017  |  13:28:30  |  18.300            |  26.7       |  4.618191      
